index	word	hiragana	meaning	meaning2	sentence	sentence meaning	group	level	set
32138	橙色	だいだいいろ	orange		そのチームは 白[しろ]とだいだい 色[いろ]のユニホームだ	The team's uniform is white and orange.	7k	61	10
32152	中流	ちゅうりゅう	mid-stream	middle reaches	川[かわ]の<b> 中流[ちゅうりゅう]</b>あたりにその 村[むら]はあるよ。	That village is located near the middle reaches of the river.	5k	12	5
32159	旅客機	りょかくき	passenger plane		<b> 旅客機[りょかくき]</b>が 墜落[ついらく]した。	A passenger plane crashed.	4k	20	9
32191	夏季	かき	summer season		<b> 夏季[かき]</b> 講習[こうしゅう]に 申[もう]し 込[こ]みした？	Did you register for summer school?	3k	14	7
32199	肉食	にくしょく	carnivore		虎[とら]は<b> 肉食[にくしょく]</b>の 動物[どうぶつ]です	The tiger is a carnivore.	7k	6	3
32231	故事	こじ	historical fact		その 言葉[ことば]は 中国[ちゅうごく]の<b> 故事[こじ]</b>に 由来[ゆらい]する	The word is of Chinese origin.	7k	26	3
32269	世相	せそう	phases of life	social conditions	今日[こんにち]の<b> 世相[せそう]</b>を 反映[はんえい]した 事件[じけん]だね	This event reflects the current social conditions.	8k	9	4
32290	下見	したみ	preliminary inspection		パーティーの 会場[かいじょう]を<b> 下見[したみ]</b>しました	I made a preliminary inspection of the hall for the party.	7k	4	2
32298	大脳	だいのう	cerebrum		ヒトの<b> 大脳[だいのう]</b>は 非常[ひじょう]に 発達[はったつ]している	The large human brain is highly developed.	8k	18	5
32392	楽天的	らくてんてき	optimistic		彼[かれ]は<b> 楽天的[らくてんてき]</b>な 人[ひと]です	He is an optimistic person.	8k	14	2
32405	生長	せいちょう	growth		朝顔[あさがお]の<b> 生長[せいちょう]</b>をノートに 記録[きろく]しています	I am recording the growth of the morning-glory in my notebook.	7k	6	6
32450	平方	へいほう	square (measure)		この 土地[とち]の 面積[めんせき]は 約[やく]１００<b> 平方[へいほう]</b>メートルです。	The area of this land is about 100 square meters.	4k	4	8
32466	うろつく	うろつく	hang around	loiter	怪[あや]しい 男[おとこ]が<b>うろついて</b>いる	A suspicious character is wandering about.	9k 	9	10
32475	父兄	ふけい	parents	legal guardians	<b> 父兄[ふけい]</b>の 方々[かたがた]はこちらへどうぞ。	Parents, please come this way.	4k	3	7
32494	泣き顔	なきがお	crying face		彼女[かのじょ]は<b> 泣[な]き 顔[がお]</b>になったの。	She looked like she was about to cry.	6k	15	10
32500	百科事典	ひゃっかじてん	encyclopedia		めずらしい 猫[ねこ]について<b> 百科[ひゃっか] 事典[じてん]</b>で 調[しら]べたの。	I looked up a rare cat in the encyclopedia.	6k	16	10
32506	等分	とうぶん	equal division		このケーキを十<b> 等分[とうぶん]</b>してください	Please divide this cake into ten pieces.	8k	18	2
32543	初心	しょしん	one's original intention		<b>初心[しょしん]</b>に 帰[かえ]って 勉強[べんきょう]しなおします	I will go back to the beginning and study it again.	7k	11	4
32587	目盛り	めもり	division	scale /&nbsp;scale;  gradations	この<b> 目盛[めも]り</b>は 小[ちい]さくて 読[よ]みにくい	This scale is difficult to read as it is small.	9k	33	7
32610	待ち遠しい	まちどおしい	can't wait for	long for	入学[にゅうがく] 式[しき]が<b> 待[ま]ち 遠[どお]しい</b>です。	I can't wait for the entrance ceremony.	3k	16	9
32692	洋間	ようま	Western-style room		彼[かれ]の 家[いえ]には<b> 洋間[ようま]</b>があります。	There's a Western-style room in his house.	4k	11	6
32698	祭日	さいじつ	national holiday		うちの 会社[かいしゃ]は<b> 祭日[さいじつ]</b>は 休[やす]みです。	At our company, we get national holidays off.	4k	12	10
32701	ぴんぴん	ぴんぴん	full of beans	lively	祖父[そふ]は 元気[げんき]で<b>ぴんぴん</b>しています	My grandfather is well and sprightly.	10k	1	3
32732	ジョギング	ジョギング	jogging		私[わたし]は 毎日[まいにち]<b>ジョギング</b>をしています。	I jog every day.	4k	4	3
32772	長袖	ながそで	long sleeves		今日[きょう]は 寒[さむ]いので<b> 長袖[ながそで]</b>を 着[き]ました。	I put on a long-sleeved shirt because it's cold today.	2k	61	10
32781	コットン	コットン	cotton		この Tシャツ[てぃーしゃつ]は<b>コットン</b>でできている	This T-shirt is made of cotton.	7k 	7	8
32785	丸々	まるまる	chubby	plump	私[わたし]の 子供[こども]は<b> 丸々[まるまる]</b>している	My child is curling into a ball.	9k	2	6
32800	アイロン	アイロン	iron		彼女[かのじょ]はシャツに<b>アイロン</b>をかけた。	She ironed the shirt.	3k 	3	1
32804	裏表	うらおもて	inside-out	front and back / both sides<br>wrong side out;  reverse;  opposite<br>double-dealing;  two faces (c.f. two-faced);	シャツを<b> 裏表[うらおもて]</b>に 着[き]ていますよ。	You are wearing your shirt inside-out.	5k	33	8
32864	消防車	しょうぼうしゃ	fire engine		<b> 消防車[しょうぼうしゃ]</b>が４ 台[だい]も 来[き]た。	Four fire engines came.	6k	20	1
32928	寝付く	ねつく	fall asleep		ゆうべは 心配[しんぱい]でなかなか<b> 寝付[ねつ]け</b>なかった	I could hardly sleep for worrying last night.	8k	22	10
33021	梅干し	うめぼし	pickled plum		うちでは、 朝食[ちょうしょく]には 必[かなら]ず<b> 梅干[うめぼ]し</b>が 出[で]ます。	Pickled plums are always served for breakfast at my home.	2k	17	10
33062	刻一刻と	こくいっこく と	moment by moment	moment by moment;  hour by hour	締切[しめきり] 時間[じかん]が<b> 刻[こく] 一刻[いっこく]と</b> 迫[せま]ってくる	The deadline time approaches minute by minute.	9k	34	1
33072	枯れ葉	かれは	dead leaf		<b>枯れ葉[かれは]</b>を 集[あつ]めて 焼き芋[やきいも]をしよう	Let's collect dead leaves and roast some sweet potatoes.	9k	51	7
33075	普段着	ふだんぎ	everyday wear		今日[きょう]は<b> 普段着[ふだんぎ]</b>で 会社[かいしゃ]に 行[い]った	I went to work in my normal clothes today.	8k	31	2
33120	パイナップル	パイナップル	pineapple		この<b>パイナップル</b>を 切[き]ってください。	Please cut up this pineapple.	4k	4	4
33130	速達	そくたつ	special delivery	express mail	これを<b> 速達[そくたつ]</b>で 送[おく]りたいのですが。	I want to send this by express mail.	4k	18	4
33189	霧雨	きりさめ	drizzle	misting rain	<b>霧雨[きりさめ]</b>が 降[ふ]っていたが 傘[かさ]を 差[さ]さずに 歩[ある]いた	I walked without opening the umbrella even though it was drizzling.	7k	47	2
33220	カレーライス	カレーライス	curry rice		子供[こども]は<b>カレーライス</b>が 好[す]きです。	Kids like curry and rice.	2k	2	7
33227	伸びやか	のびやか	carefree	comfortable;  carefree	彼女[かのじょ]はとても<b> 伸[の]びやか</b>に 歌[うた]う	She sings in a relaxed manner.	9k	36	1
33230	値切る	ねぎる	ask for a discount	haggle for bargains	彼[かれ]は<b> 値切[ねぎ]る</b>のが 上手[じょうず]です。	He's good at haggling for bargains.	4k	22	3
33266	打撲	だぼく	blow	stroke / blow;  hit (on the body);  beating	彼[かれ]は 野球[やきゅう]をしていてふくらはぎを<b> 打撲[だぼく]</b>した	He bruised his calf playing baseball.	9k	43	10
33285	追究	ついきゅう	thorough investigation		原因[げんいん]をとことん<b> 追究[ついきゅう]</b>しましょう	I will thoroughly inquire into the cause.	8k	11	5
33298	真価	しんか	true value		その 会社[かいしゃ]の 製品[せいひん]の<b> 真価[しんか]</b>は 長期間[ちょうきかん] 使[つか]うと 良[よ]く 分[わ]かる	You can understand the true value of that company's products after using them for a long time.	7k	22	10
33309	とろとろ	とろとろ	gently	simmering	肉[にく]を<b>とろとろ</b>と 煮込[にこ]んだその 料理[りょうり]はとても 美味[おい]しい	If you simmer the meat slowly, that dish is absolutely delicious.	8k 	8	10
33344	真っ最中	まっさいちゅう	midst	to be in the middle of	今[いま]は 試験[しけん]の<b> 真[ま]っ 最中[さいちゅう]</b>です。	I'm in the middle of the exam.	4k	16	5
33390	清書	せいしょ	clean copy	final copy	この 手紙[てがみ]を<b> 清書[せいしょ]</b>してください。	Please write a final copy of this letter.	6k	28	6
33409	願わくは	ねがわくは	I pray	I wish	<b>願[ねが]わくは</b> 来週[らいしゅう] 中[ちゅう]には 帰[かえ]りたい	Hopefully, I shall be able to return next week.	8k	13	4
33466	すき焼き	すきやき	sukiyaki		昨日[きのう]の 夜[よる]は<b>すき 焼[や]き</b>を 食[た]べた。	I had sukiyaki last night.	2k	18	7
33475	塩辛い	しおからい	salty		海[うみ]の 水[みず]は<b> 塩辛[しおから]い</b>。	Sea water is salty.	2k	44	6
33616	人見知り	ひとみしり	shyness towards strangers		うちの 娘[むすめ]は<b> 人見知[ひとみし]り</b>します	Our daughter is shy of strangers.	7k	6	5
33629	新学期	しんがっき	new term	new semester	今日[きょう]から<b> 新[しん] 学期[がっき]</b>が 始[はじ]まります。	The new semester starts today.	4k	12	3
33651	漁村	ぎょそん	fishing village		ここは 昔[むかし]から 続[つづ]く<b> 漁村[ぎょそん]</b>です	This has been a fishing village for a long time.	9k	37	1
33654	綱渡り	つなわたり	tightrope walking		サーカスで<b> 綱渡[つなわた]り</b>を 見[み]ました	I saw a high wire act at the circus.	10k	42	3
33683	戦災	せんさい	war damage		日本[にほん]は<b> 戦災[せんさい]</b>から 立ち直[たちなお]った	Japan recovered from war damage.	8k	20	6
33710	不眠	ふみん	sleeplessness		彼女[かのじょ]は 最近[さいきん]<b> 不眠[ふみん]</b>で 悩[なや]んでいます	She is bothered by insomnia these days.	9k	27	10
33717	鰯	いわし	sardine		<b>鰯[いわし]</b>の 刺し身[さしみ]を 食[た]べたことがありますか	Did you ever eat sardine sashimi?	10k	61	5
33727	踏み切り	ふみきり	railroad crossing		その<b> 踏切[ふみきり]</b>は 長[なが]い。	You have to expect a long wait at this railroad crossing.	2k	36	10
33766	観賞	かんしょう	ornamental		この 鉢植[はちう]えは<b> 観賞[かんしょう]</b> 用[よう]です。	This is an ornamental potted plant.	6k	22	10
33779	悲観的	ひかん てき	pessimistic		あの 人[ひと]は<b> 悲観[ひかん] 的[てき]</b>な 人[ひと]です	That person is a pessimist.	9k	22	5
33832	瀬戸物	せともの	ceramics	china, porcelain	<b>瀬戸物[せともの]</b>のお 茶碗[ちゃわん]を 買[か]いました	I bought some ceramic bowls.	9k	41	8
33890	掬う	すくう	scoop	spoon	彼女[かのじょ]は 生クリーム[なまくりーむ]をスプーンで<b>掬[すく]った</b>	She scooped the whipped cream with a spoon.	10k	61	6
33893	下水	げすい	sewerage	drainage	その 道[みち]は 今[いま]、<b> 下水[げすい]</b>の 工事[こうじ]をしているよ。	The street is now under drainage construction.	3k	2	1
33924	具える	そなえる	equip	provide with	彼[かれ]はリーダーの 資質[ししつ]を<b> 具[そな]えて</b>いる	He has leadership qualities.	8k	9	3
33945	明暗	めいあん	contrast	light and dark	心構[こころがま]えが 人生[じんせい]の<b> 明暗[めいあん]</b>を 分[わ]ける	Your state of mind separates the bright and dark sides of life.	8k	13	4
33950	残暑	ざんしょ	lingering summer heat		今年[ことし]も<b> 残暑[ざんしょ]</b>が 厳[きび]しかった。	The lingering summer heat was harsh this year, too.	4k	14	2
33951	排気ガス	はいきがす	exhaust gas	emission	<b>排気[はいき]ガス</b>は 公害[こうがい]の 原因[げんいん]となっている	Vehicle exhaust emissions cause pollution.	8k	40	7
33996	見限る	みかぎる	desert	give up	ガールフレンドに<b> 見限[みかぎ]ら</b>れた	I was dumped by my girlfriend.	7k	25	8
34000	得する	とくする	profitable	beneficial	ネットで<b> 得[とく]する</b> 情報[じょうほう]を 見[み]つけたよ。	I found beneficial information on the Internet.	6k	19	1
34063	再起	さいき	comeback	recovery	私[わたし]の<b> 再起[さいき]</b>は 誰[だれ]も 予想[よそう]していなかった	No one expected my comeback.	9k	26	5
34075	入選	にゅうせん	being selected for a contest	etc., being nominated	彼[かれ]の 絵[え]がコンクールに<b> 入選[にゅうせん]</b>した。	His painting was nominated for the contest.	5k	13	2
34082	兵役	へいえき	military service		あの 国[くに]には三 年[ねん]の<b> 兵役[へいえき]</b>があります	They have three years military service in that country.	9k	17	6
34109	洋式	ようしき	Western style		彼[かれ]の 家[いえ]のトイレは<b> 洋式[ようしき]</b>です。	His house has a Western-style toilet.	4k	15	6
34111	手落ち	ておち	error	omission	私[わたし]の<b> 手落[てお]ち</b>でみんなに 迷惑[めいわく]をかけてしまった	My oversight has caused everyone trouble.	8k	10	7
34125	思い上がる	おもいあがる	get conceited		<b>思い上[おもいあ]がる</b>のも 程々[ほどほど]にして	Be moderate in your conceit.	7k	6	5
34139	論ずる	ろんずる	discuss		彼[かれ]らは 人生[じんせい]の 意義[いぎ]を 熱[あつ]く 論[ろん]じた	They heatedly discussed the challenges of life.	8k	20	1
34145	こちこち	こちこち	frightened		私[わたし]は 緊張[きんちょう]して<b>こちこち</b>だった	I was stiff with nerves.	10k	1	6
34150	食み出す	はみだす	project	protrude	シャツがズボンからはみ 出[だ]していますよ	Your shirt is coming out of your pants.	7k	6	2
34162	消費者	しょうひしゃ	consumer		この 法律[ほうりつ]は<b> 消費[しょうひ] 者[しゃ]</b>を 守[まも]るためのものです。	This law is to protect consumers.	4k	22	7
34246	マンホール	マンホール	manhole		その<b>マンホール</b>の 蓋[ふた]が 外[はず]れている	The manhole lid has come off.	9k 	9	2
34358	戸締まり	とじまり	closing of the doors		出[で]かける 前[まえ]には<b> 戸締[とじ]まり</b>をしましょう	Let's lock all the doors before we go out.	9k	27	8
34371	鮪	まぐろ	tuna		<b>まぐろ</b>の 刺身[さしみ]を 食[た]べました。	I ate tuna sashimi.	4k	4	4
34380	独り占め	ひとりじめ	exclusive possession		彼女[かのじょ]はクラスの 人気[にんき]を<b> 独り占[ひとりじ]め</b>している	She is getting all the attention in class.	9k	26	2
34411	和式	わしき	Japanese style		あの 家[うち]のトイレは<b> 和式[わしき]</b>です。	That house has a Japanese-style toilet.	4k	15	6
34417	貸し出す	かしだす	lend	lend out	その 本[ほん]は<b> 貸[か]し 出[だ]し</b> 中[ちゅう]です。	That book is currently checked out.	1k	27	9
34454	気心	きごころ	disposition	temper	<b>気心[きごころ]</b>の 知[し]れた 友達[ともだち]と 会[あ]うのは 楽[たの]しい	It is fun to meet friends whom we know well.	7k	4	4
34465	天の川	あまのがわ	Milky Way		今夜[こんや]は<b> 天[あま]の 川[がわ]</b>が 見[み]えますね。	We can see the Milky Way tonight.	3k	2	3
34504	男性的	だんせいてき	masculine	manly	彼[かれ]はとても<b> 男性[だんせい] 的[てき]</b>な 人[ひと]です。	He's a very manly person.	4k	14	8
34519	根掘り葉掘り	ね ほり は ほり	in great detail		彼[かれ]は 事件[じけん]について<b>&nbsp;根掘[ねほ]り 葉掘[はほ]り</b>聞[き]いた	He kept on asking questions about the incident.	9k	42	8
34537	洋酒	ようしゅ	foreign wine		私[わたし]は 日本[にほん] 酒[しゅ]よりも<b> 洋酒[ようしゅ]</b>が 好[す]きだ	I like foreign drinks better than Japanese rice wine.	8k	11	2
34543	厚意	こうい	favor	kindness	あなたのご<b> 厚意[こうい]</b>に 感謝[かんしゃ]します	We wish to express our gratitude for your goodwill.	9k	20	1
34572	調味料	ちょうみりょう	seasoning		塩[しお]、コショウはよく 使[つか]われる<b> 調味[ちょうみ] 料[りょう]</b>です。	Salt and pepper are commonly used seasonings.	5k	13	1
34616	産婦人科	さんふじんか	obstetrics and gynecology department		最近[さいきん]、<b> 産婦人科[さんふじんか]</b>の 不足[ふそく]が 問題[もんだい]になっているね。	A shortage of obstetrics and gynecology specialists has become a problem lately.	6k	28	8
34638	冷え込む	ひえこむ	get cold	to get colder;  to get chilled	明日[あす]から 急[きゅう]に<b> 冷[ひ]え 込[こ]む</b>そうです。	I hear that it will suddenly get cold from tomorrow.	5k	32	5
34692	陸橋	りっきょう	overland bridge		車[くるま]で<b> 陸橋[りっきょう]</b>を 渡[わた]った	We crossed the viaduct by car.	8k	31	9
34729	急病	きゅうびょう	sudden illness		知[し]り 合[あ]いが<b> 急病[きゅうびょう]</b>で 倒[たお]れた。	An acquaintance of mine suddenly fell ill.	4k	16	9
34730	年号	ねんごう	name of era	reign title	今[いま]の<b> 年号[ねんごう]</b>は 平成[へいせい]です	The current era is called the Heisei era.	7k	4	5
34742	顔なじみ	かおなじみ	familiar face	friend	彼[かれ]はその 店[みせ]では<b> 顔[かお]なじみ</b>だ	He is a regular in that shop.	8k	10	5
34765	買いかぶる	かいかぶる	overrate		あまり 彼[かれ]のことを<b> 買[か]いかぶら</b>ない 方[ほう]がいいよ	It is best not to overestimate him.	7k	8	2
34774	どたどた	どたどた	clomping	tramping	子供[こども]たちが 家[いえ]の 中[なか]を<b>どたどた</b> 歩[ある]き 回[まわ]った	The children pattered around the house.	10k	1	6
34808	やり遂げる	やりとげる	to achieve	to complete	彼[かれ]はそのプロジェクトを 一人[ひとり]で<b>やり 遂[と]げた&nbsp;</b>	He carried out the project alone.	9k	48	10
34891	浮き浮き	うきうき	excitedly		もうすぐ 夏休[なつやす]みなので<b>うきうき</b>しています。	I'm excited because the summer vacation is just around the corner.	4k	4	6
34933	一重	ひとえ	one layer		彼[かれ]は<b> 一重[ひとえ]</b>まぶただ	His eyelids are single edged.	7k	9	5
34962	日付け	ひづけ	date		今日[きょう]の<b> 日付[ひづ]け</b>は６ 月[がつ]１９ 日[にち]です。	Today's date is June 19th.	5k	7	8
34996	幾日	いくにち	many days		彼[かれ]は<b> 幾日[いくにち]</b>も 海[うみ]を 眺[なが]めて 過[す]ごした	He spent many days staring at the sea.	9k	31	10
35036	禁酒	きんしゅ	abstention from alcohol		彼[かれ]は<b> 禁酒[きんしゅ]</b>しています。	He's on the wagon.	4k	18	9
35069	強張る	つよ はる	become stiff	stiffen	余[あま]りの 恐怖[きょうふ]に 体[からだ]が<b> 強[こわ] 張[ば]った	My body went stiff with such terror.	9k	23	6
35071	白菜	はくさい	Chinese cabbage		彼女[かのじょ]は<b> 白菜[はくさい]</b>の 漬物[つけもの]が 好[す]きです。	She likes pickled nappa cabbage.	3k	31	6
35074	いやに	いやに	awfully		彼[かれ]は 今日[きょう]は<b>いやに</b>なれなれしい	He is uncomfortably over-friendly today.	9k 	9	4
35102	風上	かざかみ	upwind	windward	<b>風上[かざかみ]</b>の 方向[ほうこう]に 自転車[じてんしゃ]をこぐのは 大変[たいへん]だ	It is hard work cycling against the wind.	7k	7	4
35104	紀元	きげん	era		このお 皿[さら]は<b> 紀元</b>前[きげんぜん]の 物[もの]です	This plate predates Christ.	7k	15	2
35144	不慣れ	ふなれ	inexperienced	unfamiliar	その 新入[しんにゅう] 社員[しゃいん]はパソコンに<b> 不慣[ふな]れ</b>だ	The new employee is not used to using the computer.	7k	25	6
35151	早熟	そうじゅく	forward	precocious	最近[さいきん]の 子供[こども]は<b> 早熟[そうじゅく]</b>です	Children these days are precocious.	10k	33	2
35153	害虫	がいちゅう	harmful insect		畑[はたけ]に<b> 害虫[がいちゅう]</b>が 発生[はっせい]した	There was an outbreak of harmful insects in the field.	9k	20	8
35157	そそっかしい	そそっかしい	careless		彼女[かのじょ]は 昔[むかし]から<b>そそっかしい	She has always been careless.	10k	1	3
35182	騒めく	ざわめく	to be noisy		教室[きょうしつ]が<b>ざわめいた	The classroom was noisy.	9k	30	5
35191	月並み	つきなみ	conventional	trite	<b>月並[つきな]み</b>ですがお 幸[しあわ]せに	This may sound trite, but I sincerely wish you much happiness.	8k	28	2
35198	奮発	ふんぱつ	effort	treat	今日[きょう]は<b> 奮発[ふんぱつ]</b>して 高級[こうきゅう]レストランに 行[い]った	I pulled out all the stops and went to a classy restaurant today.	9k	50	5
35240	脚色	きゃくしょく	dramatization		彼[かれ]の 話[はなし]では 事実[じじつ]がかなり<b> 脚色[きゃくしょく]</b>されていた	The facts were considerably dramatized in his story.	9k	45	9
35340	長持ち	ながもち	endurance	lasting long	このコートは<b> 長持[ながも]ち</b>している。	I've had this coat for a long time.	3k	9	9
35378	正方形	せいほうけい	square		<b> 正方形[せいほうけい]</b>の 紙[かみ]を 用意[ようい]しましょう。	Prepare a square paper.	5k	5	1
35499	体得	たいとく	acquisition	learning	仕事[しごと]は 現場[げんば]で<b> 体得[たいとく]</b>するのが 一番[いちばん]です	When it comes to work, it is best to acquire hands-on experience.	9k	19	3
35621	みっちり	みっちり	fully	hard	コーチが<b>みっちり</b>と 特訓[とっくん]してくれた	The coach made us train hard.	9k 	9	2
35633	領事館	りょうじかん	consulate		彼[かれ]はアメリカ<b> 領事館[りょうじかん]</b>に 出[で]かけたよ。	He went to the American consulate.	5k	22	2
35640	ピンポン	ピンポン	table tennis		昨日[きのう]の 夕方[ゆうがた]、 友達[ともだち]と<b>ピンポン</b>をした。	I played table tennis with my friend last night.	4k	4	10
35645	自主的	じしゅてき	voluntary	independent	学生[がくせい]たちは<b> 自主[じしゅ] 的[てき]</b>に 勉強[べんきょう] 会[かい]を 開[ひら]いたわよ。	The students held an independent study meeting.	4k	14	8
35680	鉄筋	てっきん	reinforced with iron		うちのマンションは<b> 鉄筋[てっきん]</b>六 階[かい] 建[だ]てだ	Our apartment building is a six story reinforced concrete block.	7k	33	3
35696	植物園	しょくぶつえん	botanical garden		<b> 植物[しょくぶつ] 園[えん]</b>には 珍[めずら]しい 花[はな]がたくさんありますね。	There are a lot of rare flowers in the botanical garden.	6k	16	6
35759	原書	げんしょ	the original		彼[かれ]は 専門[せんもん] 書[しょ]を<b> 原書[げんしょ]</b>で 読[よ]んでいます	He is reading the original document of a technical book.	8k	17	3
35804	実用的	じつようてき	practical		彼[かれ]の 発明[はつめい] 品[ひん]はみな<b> 実用[じつよう] 的[てき]</b>だよ。	All his inventions are practical.	4k	14	8
35825	発声	はっせい	vocalization		今[いま]<b> 発声[はっせい]</b>を 基礎[きそ]から 勉強[べんきょう]しています	I am studying the basics of sound production now.	9k	9	5
35832	薔薇色	ばらいろ	rose color	rosy	彼女[かのじょ]の 人生[じんせい]は<b>ばら 色[いろ]</b>だったの。	Her life was rosy.	4k	5	5
35841	硬さ	かたさ	hardness		理科[りか]の 時間[じかん]に 石[いし]の<b> 硬[かた]さ</b>を 比[くら]べたよ。	In our science class, we compared the hardness of stones.	6k	45	6
35881	逆境	ぎゃっきょう	adversity		彼[かれ]は<b> 逆境[ぎゃっきょう]</b>に 強[つよ]い 人[ひと]です	He is strong in adversity.	8k	28	10
35896	目覚まし時計	めざましどけい	alarm clock		７ 時[じ]に<b> 目覚[めざ]まし 時計[どけい]</b>が 鳴[な]りました。	The alarm clock went off at seven o'clock.	1k	17	9
35902	腹一杯	はらいっぱい	full stomach		夕食[ゆうしょく]を<b> 腹[はら]いっぱい</b> 食[た]べた。	I ate heartily at dinner.	6k	27	10
35911	不時着	ふじちゃく	emergency landing		ヘリが 山中[さんちゅう]に<b> 不時着[ふじちゃく]</b>した	The airplane made an emergency landing in the mountains.	7k	12	8
35935	発電所	はつでんしょ	power plant		すぐそこに<b> 発電[はつでん] 所[しょ]</b>があります。	There's a power plant near here.	4k	9	5
35942	製鉄	せいてつ	iron manufacture		日本[にほん]の<b> 製鉄[せいてつ]</b> 技術[ぎじゅつ]は 非常[ひじょう]に 優[すぐ]れています	Japanese steel manufacturing technology is outstanding.	7k	24	7
36049	鈍間	のろま	dull fellow		あいつは 本当[ほんとう]に<b>のろま</b>だ	He is really a blockhead.	7k	46	2
36059	隣り合う	となりあう	adjoin	be next door to each other / to adjoin each other;  to sit side by side	この 町[まち]は 山[やま]と 海[うみ]が<b> 隣[とな]り 合[あ]って</b>います。	This town lies between the sea and the mountain.	3k	40	4
36116	送別会	そうべつかい	farewell party		来週[らいしゅう]、 課長[かちょう]の<b> 送別[そうべつ] 会[かい]</b>を 開[ひら]きます。	The section chief's farewell party will be held next week.	4k	11	8
36189	作製	さくせい	manufacture	production	合鍵[あいかぎ]の<b> 作製[さくせい]</b>には 二日[ふつか]ほどかかります。	It takes about two days to make a duplicate key.	4k	24	2
36243	身投げ	みなげ	suicide by drowning or jumping		彼[かれ]は 崖[がけ]から<b> 身投[みな]げ</b>した	He threw himself from the cliff.	9k	8	2
36314	類推	るいすい	analogy	analogical reasoning	彼[かれ]は 過去[かこ]の 事例[じれい]から 解決[かいけつ] 案[あん]を<b> 類推[るいすい]</b>しようとした	He tried to draw an analogy between the settlement plan and past cases.	8k	34	5
36350	先進国	せんしんこく	developed country		<b>先進[せんしん] 国[こく]</b>が 地球[ちきゅう] 温暖[おんだん] 化[か]の 原因[げんいん]とも 言[い]える	It can be said that the developed countries are the cause of global warming.	8k	10	5
36356	食費	しょくひ	food expenses		男[おとこ]の 子[こ]が３ 人[にん]もいるので<b> 食費[しょくひ]</b>がかさみます。	We have three boys, so our food expenses are high.	3k	22	6
36372	密売	みつばい	smuggling		彼[かれ]らは 違法[いほう]の 薬物[やくぶつ]を<b> 密売[みつばい]</b>している	They are selling drugs illegally.	8k	32	8
36386	洗い物	あらいもの	dishes to be washed		母[はは]は 台所[だいどころ]で<b> 洗[あら]い 物[もの]</b>をしています。	Mother is doing the dishes in the kitchen.	5k	18	5
36444	別問題	べつもんだい	another question		それとこれとは<b> 別[べつ] 問題[もんだい]</b>です	This and that are different problems.	8k	13	2
36479	等閑	なおざり	neglect		最近[さいきん] 忙[いそが]しくて 友達[ともだち]づきあいが<b>なおざり</b>になっている	I have been busy recently and let my friendships slide.	8k	59	2
36551	厳守	げんしゅ	strict observance	strict observance;  adherence;  scrupulous compliance	明日[あした]は 時間[じかん]<b> 厳守[げんしゅ]</b>で 集合[しゅうごう]してください	Please gather punctually tomorrow.	8k	32	9
36578	礼服	れいふく	formal dress		結婚式[けっこんしき]に<b> 礼服[れいふく]</b>で 出席[しゅっせき]した	I attended the wedding in formal dress.	9k	9	1
36597	消印	けしいん	postmark		その 葉書[はがき]の<b> 消印[けしいん]</b>は 1 週間[しゅうかん] 前[まえ]のものだ	The postmark on the postcard is one week ago.	8k	26	10
36622	目上	めうえ	one's superiors	one's seniors	彼[かれ]は<b> 目上[めうえ]</b>の 人[ひと]にとても 気[き]を 使[つか]います。	He's very respectful of his seniors.	3k	2	2
36645	ローマ字	ろーまじ	Roman alphabet		<b>ローマ 字[じ]</b>で 名前[なまえ]を 書[か]いてください。	Please write your name in Roman letters.	1k	61	5
36721	名残惜しい	なごりおしい	be sad to leave	be sorry to part	<b>名残惜[なごりお]しい</b>ですがもう 帰[かえ]る 時間[じかん]です	Although I am reluctant to go, it is time to leave now.	7k	55	7
36815	固体	こたい	solid	solid matter	氷[こおり]は<b> 固体[こたい]</b>です。	Ice is a solid.	6k	14	6
36898	避暑	ひしょ	summering	summering;  going to a summer resort	彼[かれ]は<b> 避暑[ひしょ]</b>に 出[で]かけている	He has gone away for the summer.	9k	38	6
36926	豊作	ほうさく	good harvest		今年[ことし]は 米[こめ]が<b> 豊作[ほうさく]</b>でした	The rice harvest was good this year.	7k	25	4
36958	先天的	せんてんてき	inborn	native	これは<b> 先天的[せんてんてき]</b>な 病気[びょうき]です	This is a congenital disease.	8k	14	2
36959	修める	おさめる	cultivate	master	彼[かれ]は 素晴[すば]らしい 成績[せいせき]を<b> 修[おさ]めた</b>。	He cultivated a fantastic track record.	8k	28	6
37017	追い掛ける	おいかける	chase	run after	パトカーがバイクを<b> 追[お]いかけてる</b>ぞ。	A police car is chasing a motorcycle.	6k	25	1
37040	弟子入り	でしいり	acolyte	follower	彼[かれ]は 落語[らくご] 家[か]に<b> 弟子[でし] 入[い]り</b>した	He became an apprentice of the comic storyteller.	8k	5	1
37087	作り笑い	つくりわらい	forced laugh		彼女[かのじょ]は<b> 作り笑[つくりわら]い</b>を 浮[う]かべた	A forced smile flickered on her face.	9k	16	2
37089	引っ付く	ひっつく	cling	stick	彼[かれ]の 前歯[まえば]にのりが<b> 引っ付[ひっつ]いて</b>いる	He has seaweed stuck on his front teeth.	8k	7	10
